,Date,Temperature,realValue,retrive,value2
35,1981-02-05,16.6,-3.299999999999997,16.6,0.41964285714285726
36,1981-02-06,16.8,0.1999999999999993,16.8,0.5758928571428571
37,1981-02-07,14.6,-2.200000000000001,14.6,0.46874999999999994
38,1981-02-08,17.1,2.5000000000000018,17.1,0.6785714285714286
39,1981-02-09,25.0,7.899999999999999,25.0,0.919642857142857
40,1981-02-10,15.0,-10.0,15.0,0.1205357142857143
41,1981-02-11,13.7,-1.3000000000000007,13.7,0.5089285714285714
42,1981-02-12,13.9,0.20000000000000107,13.9,0.5758928571428572
43,1981-02-13,18.3,4.4,18.3,0.7633928571428571
44,1981-02-14,22.0,3.6999999999999993,22.0,0.7321428571428571
45,1981-02-15,22.1,0.10000000000000142,22.1,0.5714285714285715
46,1981-02-16,21.2,-0.9000000000000021,21.2,0.5267857142857142
47,1981-02-17,18.4,-2.8000000000000007,18.4,0.4419642857142857
48,1981-02-18,16.6,-1.7999999999999972,16.6,0.48660714285714296
49,1981-02-19,16.1,-0.5,16.1,0.5446428571428571
50,1981-02-20,15.7,-0.40000000000000213,15.7,0.5491071428571428
51,1981-02-21,16.6,0.9000000000000021,16.6,0.6071428571428572
52,1981-02-22,16.5,-0.10000000000000142,16.5,0.5624999999999999
53,1981-02-23,14.4,-2.0999999999999996,14.4,0.4732142857142857
54,1981-02-24,14.4,0.0,14.4,0.5669642857142857
55,1981-02-25,18.5,4.1,18.5,0.75
56,1981-02-26,16.9,-1.6000000000000014,16.9,0.4955357142857142
57,1981-02-27,17.5,0.6000000000000014,17.5,0.59375
58,1981-02-28,21.2,3.6999999999999993,21.2,0.7321428571428571
59,1981-03-01,17.8,-3.3999999999999986,17.8,0.4151785714285715
60,1981-03-02,18.6,0.8000000000000007,18.6,0.6026785714285714
61,1981-03-03,17.0,-1.6000000000000014,17.0,0.4955357142857142
62,1981-03-04,16.0,-1.0,16.0,0.5223214285714286
63,1981-03-05,13.3,-2.6999999999999993,13.3,0.44642857142857145
64,1981-03-06,14.3,1.0,14.3,0.6116071428571428
65,1981-03-07,11.4,-2.9000000000000004,11.4,0.4375
66,1981-03-08,16.3,4.9,16.3,0.7857142857142857
67,1981-03-09,16.1,-0.1999999999999993,16.1,0.5580357142857143
68,1981-03-10,11.8,-4.300000000000001,11.8,0.375
69,1981-03-11,12.2,0.3999999999999986,12.2,0.5848214285714285
70,1981-03-12,14.7,2.5,14.7,0.6785714285714286
71,1981-03-13,11.8,-2.8999999999999986,11.8,0.43750000000000006
72,1981-03-14,11.3,-0.5,11.3,0.5446428571428571
73,1981-03-15,10.6,-0.7000000000000011,10.6,0.5357142857142857
74,1981-03-16,11.7,1.0999999999999996,11.7,0.6160714285714285
75,1981-03-17,14.2,2.5,14.2,0.6785714285714286
76,1981-03-18,11.2,-3.0,11.2,0.4330357142857143
77,1981-03-19,16.9,5.699999999999999,16.9,0.8214285714285714
78,1981-03-20,16.7,-0.1999999999999993,16.7,0.5580357142857143
79,1981-03-21,8.1,-8.6,8.1,0.18303571428571436
80,1981-03-22,8.0,-0.09999999999999964,8.0,0.5625
81,1981-03-23,8.8,0.8000000000000007,8.8,0.6026785714285714
82,1981-03-24,13.4,4.6,13.4,0.7723214285714285
83,1981-03-25,10.9,-2.5,10.9,0.45535714285714285
84,1981-03-26,13.4,2.5,13.4,0.6785714285714286
85,1981-03-27,11.0,-2.4000000000000004,11.0,0.45982142857142855
86,1981-03-28,15.0,4.0,15.0,0.7455357142857142
87,1981-03-29,15.7,0.6999999999999993,15.7,0.5982142857142857
88,1981-03-30,14.5,-1.1999999999999993,14.5,0.5133928571428572
89,1981-03-31,15.8,1.3000000000000007,15.8,0.625
90,1981-04-01,16.7,0.8999999999999986,16.7,0.6071428571428571
91,1981-04-02,16.8,0.10000000000000142,16.8,0.5714285714285715
92,1981-04-03,17.5,0.6999999999999993,17.5,0.5982142857142857
93,1981-04-04,17.1,-0.3999999999999986,17.1,0.5491071428571429
94,1981-04-05,18.1,1.0,18.1,0.6116071428571428
95,1981-04-06,16.6,-1.5,16.6,0.5
96,1981-04-07,10.0,-6.600000000000001,10.0,0.27232142857142855
97,1981-04-08,14.9,4.9,14.9,0.7857142857142857
98,1981-04-09,15.9,1.0,15.9,0.6116071428571428
99,1981-04-10,13.0,-2.9000000000000004,13.0,0.4375
100,1981-04-11,7.6,-5.4,7.6,0.32589285714285715
101,1981-04-12,11.5,3.9000000000000004,11.5,0.7410714285714286
102,1981-04-13,13.5,2.0,13.5,0.65625
103,1981-04-14,13.0,-0.5,13.0,0.5446428571428571
104,1981-04-15,13.3,0.3000000000000007,13.3,0.5803571428571429
105,1981-04-16,12.1,-1.200000000000001,12.1,0.5133928571428571
106,1981-04-17,12.4,0.3000000000000007,12.4,0.5803571428571429
107,1981-04-18,13.2,0.7999999999999989,13.2,0.6026785714285714
108,1981-04-19,13.8,0.6000000000000014,13.8,0.59375
109,1981-04-20,10.6,-3.200000000000001,10.6,0.4241071428571428
110,1981-04-21,9.0,-1.5999999999999996,9.0,0.4955357142857143
111,1981-04-22,10.0,1.0,10.0,0.6116071428571428
112,1981-04-23,9.8,-0.1999999999999993,9.8,0.5580357142857143
113,1981-04-24,11.5,1.6999999999999993,11.5,0.6428571428571428
114,1981-04-25,8.9,-2.5999999999999996,8.9,0.45089285714285715
115,1981-04-26,7.4,-1.5,7.4,0.5
116,1981-04-27,9.9,2.5,9.9,0.6785714285714286
117,1981-04-28,9.3,-0.5999999999999996,9.3,0.5401785714285714
118,1981-04-29,9.9,0.5999999999999996,9.9,0.59375
119,1981-04-30,7.4,-2.5,7.4,0.45535714285714285
120,1981-05-01,8.6,1.1999999999999993,8.6,0.6205357142857142
121,1981-05-02,11.9,3.3000000000000007,11.9,0.7142857142857143
122,1981-05-03,14.0,2.0999999999999996,14.0,0.6607142857142857
123,1981-05-04,8.6,-5.4,8.6,0.32589285714285715
124,1981-05-05,10.0,1.4000000000000004,10.0,0.6294642857142857
125,1981-05-06,13.5,3.5,13.5,0.7232142857142857
126,1981-05-07,12.0,-1.5,12.0,0.5
127,1981-05-08,10.5,-1.5,10.5,0.5
128,1981-05-09,10.7,0.1999999999999993,10.7,0.5758928571428571
129,1981-05-10,8.1,-2.5999999999999996,8.1,0.45089285714285715
130,1981-05-11,10.1,2.0,10.1,0.65625
131,1981-05-12,10.6,0.5,10.6,0.5892857142857143
132,1981-05-13,5.3,-5.3,5.3,0.3303571428571429
133,1981-05-14,6.6,1.2999999999999998,6.6,0.625
134,1981-05-15,8.5,1.9000000000000004,8.5,0.6517857142857143
135,1981-05-16,11.2,2.6999999999999993,11.2,0.6874999999999999
136,1981-05-17,9.8,-1.3999999999999986,9.8,0.5044642857142858
137,1981-05-18,5.9,-3.9000000000000004,5.9,0.39285714285714285
138,1981-05-19,3.2,-2.7,3.2,0.4464285714285714
139,1981-05-20,2.1,-1.1,2.1,0.5178571428571428
140,1981-05-21,3.4,1.2999999999999998,3.4,0.625
141,1981-05-22,5.4,2.0000000000000004,5.4,0.65625
142,1981-05-23,9.6,4.199999999999999,9.6,0.7544642857142856
143,1981-05-24,11.5,1.9000000000000004,11.5,0.6517857142857143
144,1981-05-25,12.3,0.8000000000000007,12.3,0.6026785714285714
145,1981-05-26,12.6,0.29999999999999893,12.6,0.5803571428571428
146,1981-05-27,11.0,-1.5999999999999996,11.0,0.4955357142857143
147,1981-05-28,11.2,0.1999999999999993,11.2,0.5758928571428571
148,1981-05-29,11.4,0.20000000000000107,11.4,0.5758928571428572
149,1981-05-30,11.8,0.40000000000000036,11.8,0.5848214285714286
150,1981-05-31,12.8,1.0,12.8,0.6116071428571428
151,1981-06-01,11.6,-1.200000000000001,11.6,0.5133928571428571
152,1981-06-02,10.6,-1.0,10.6,0.5223214285714286
153,1981-06-03,9.8,-0.7999999999999989,9.8,0.53125
154,1981-06-04,11.2,1.3999999999999986,11.2,0.6294642857142856
155,1981-06-05,5.7,-5.499999999999999,5.7,0.3214285714285715
156,1981-06-06,7.1,1.3999999999999995,7.1,0.6294642857142857
157,1981-06-07,2.5,-4.6,2.5,0.3616071428571429
158,1981-06-08,3.5,1.0,3.5,0.6116071428571428
159,1981-06-09,4.6,1.0999999999999996,4.6,0.6160714285714285
160,1981-06-10,11.0,6.4,11.0,0.8526785714285714
161,1981-06-11,5.7,-5.3,5.7,0.3303571428571429
162,1981-06-12,7.7,2.0,7.7,0.65625
163,1981-06-13,10.4,2.7,10.4,0.6875
164,1981-06-14,11.4,1.0,11.4,0.6116071428571428
165,1981-06-15,9.2,-2.200000000000001,9.2,0.46874999999999994
166,1981-06-16,6.1,-3.0999999999999996,6.1,0.4285714285714286
167,1981-06-17,2.7,-3.3999999999999995,2.7,0.41517857142857145
168,1981-06-18,4.3,1.5999999999999996,4.3,0.6383928571428571
169,1981-06-19,6.3,2.0,6.3,0.65625
170,1981-06-20,3.8,-2.5,3.8,0.45535714285714285
171,1981-06-21,4.4,0.6000000000000005,4.4,0.59375
172,1981-06-22,7.1,2.6999999999999993,7.1,0.6874999999999999
173,1981-06-23,4.8,-2.3,4.8,0.4642857142857143
174,1981-06-24,5.8,1.0,5.8,0.6116071428571428
175,1981-06-25,6.2,0.40000000000000036,6.2,0.5848214285714286
176,1981-06-26,7.3,1.0999999999999996,7.3,0.6160714285714285
177,1981-06-27,9.2,1.8999999999999995,9.2,0.6517857142857142
178,1981-06-28,10.2,1.0,10.2,0.6116071428571428
179,1981-06-29,9.5,-0.6999999999999993,9.5,0.5357142857142857
180,1981-06-30,9.5,0.0,9.5,0.5669642857142857
181,1981-07-01,10.7,1.1999999999999993,10.7,0.6205357142857142
182,1981-07-02,10.0,-0.6999999999999993,10.0,0.5357142857142857
183,1981-07-03,6.5,-3.5,6.5,0.4107142857142857
184,1981-07-04,7.0,0.5,7.0,0.5892857142857143
185,1981-07-05,7.4,0.40000000000000036,7.4,0.5848214285714286
186,1981-07-06,8.1,0.6999999999999993,8.1,0.5982142857142857
187,1981-07-07,6.6,-1.5,6.6,0.5
188,1981-07-08,8.3,1.700000000000001,8.3,0.6428571428571429
189,1981-07-09,8.9,0.5999999999999996,8.9,0.59375
190,1981-07-10,4.6,-4.300000000000001,4.6,0.375
191,1981-07-11,6.8,2.2,6.8,0.6651785714285714
192,1981-07-12,5.7,-1.0999999999999996,5.7,0.5178571428571429
193,1981-07-13,6.1,0.39999999999999947,6.1,0.5848214285714285
194,1981-07-14,7.0,0.9000000000000004,7.0,0.6071428571428571
195,1981-07-15,7.2,0.20000000000000018,7.2,0.5758928571428571
196,1981-07-16,6.3,-0.9000000000000004,6.3,0.5267857142857143
197,1981-07-17,8.8,2.500000000000001,8.8,0.6785714285714286
198,1981-07-18,5.0,-3.8000000000000007,5.0,0.39732142857142855
199,1981-07-19,7.4,2.4000000000000004,7.4,0.6741071428571428
200,1981-07-20,10.1,2.6999999999999993,10.1,0.6874999999999999
201,1981-07-21,12.0,1.9000000000000004,12.0,0.6517857142857143
202,1981-07-22,9.0,-3.0,9.0,0.4330357142857143
203,1981-07-23,8.9,-0.09999999999999964,8.9,0.5625
204,1981-07-24,9.8,0.9000000000000004,9.8,0.6071428571428571
205,1981-07-25,9.0,-0.8000000000000007,9.0,0.53125
206,1981-07-26,9.2,0.1999999999999993,9.2,0.5758928571428571
207,1981-07-27,7.7,-1.4999999999999991,7.7,0.5
208,1981-07-28,8.0,0.2999999999999998,8.0,0.5803571428571428
209,1981-07-29,6.1,-1.9000000000000004,6.1,0.4821428571428571
210,1981-07-30,3.5,-2.5999999999999996,3.5,0.45089285714285715
211,1981-07-31,3.2,-0.2999999999999998,3.2,0.5535714285714286
212,1981-08-01,5.7,2.5,5.7,0.6785714285714286
213,1981-08-02,7.7,2.0,7.7,0.65625
214,1981-08-03,9.0,1.2999999999999998,9.0,0.625
215,1981-08-04,10.0,1.0,10.0,0.6116071428571428
216,1981-08-05,6.2,-3.8,6.2,0.3973214285714286
217,1981-08-06,6.9,0.7000000000000002,6.9,0.5982142857142857
218,1981-08-07,6.5,-0.40000000000000036,6.5,0.5491071428571428
219,1981-08-08,6.8,0.2999999999999998,6.8,0.5803571428571428
220,1981-08-09,7.0,0.20000000000000018,7.0,0.5758928571428571
221,1981-08-10,5.2,-1.7999999999999998,5.2,0.48660714285714285
222,1981-08-11,3.0,-2.2,3.0,0.46875
223,1981-08-12,5.6,2.5999999999999996,5.6,0.6830357142857142
224,1981-08-13,7.9,2.3000000000000007,7.9,0.6696428571428572
225,1981-08-14,9.0,1.0999999999999996,9.0,0.6160714285714285
226,1981-08-15,8.6,-0.40000000000000036,8.6,0.5491071428571428
227,1981-08-16,10.3,1.700000000000001,10.3,0.6428571428571429
228,1981-08-17,10.5,0.1999999999999993,10.5,0.5758928571428571
229,1981-08-18,7.6,-2.9000000000000004,7.6,0.4375
230,1981-08-19,9.7,2.0999999999999996,9.7,0.6607142857142857
231,1981-08-20,12.5,2.8000000000000007,12.5,0.6919642857142857
232,1981-08-21,7.4,-5.1,7.4,0.3392857142857143
233,1981-08-22,7.9,0.5,7.9,0.5892857142857143
234,1981-08-23,3.9,-4.0,3.9,0.38839285714285715
235,1981-08-24,6.6,2.6999999999999997,6.6,0.6875
236,1981-08-25,4.6,-2.0,4.6,0.4776785714285714
237,1981-08-26,7.0,2.4000000000000004,7.0,0.6741071428571428
238,1981-08-27,6.0,-1.0,6.0,0.5223214285714286
239,1981-08-28,5.5,-0.5,5.5,0.5446428571428571
240,1981-08-29,8.1,2.5999999999999996,8.1,0.6830357142857142
241,1981-08-30,5.5,-2.5999999999999996,5.5,0.45089285714285715
242,1981-08-31,6.2,0.7000000000000002,6.2,0.5982142857142857
243,1981-09-01,8.0,1.7999999999999998,8.0,0.6473214285714285
244,1981-09-02,10.3,2.3000000000000007,10.3,0.6696428571428572
245,1981-09-03,9.8,-0.5,9.8,0.5446428571428571
246,1981-09-04,9.6,-0.20000000000000107,9.6,0.5580357142857142
247,1981-09-05,8.5,-1.0999999999999996,8.5,0.5178571428571429
248,1981-09-06,7.5,-1.0,7.5,0.5223214285714286
249,1981-09-07,11.2,3.6999999999999993,11.2,0.7321428571428571
250,1981-09-08,14.6,3.4000000000000004,14.6,0.71875
251,1981-09-09,11.7,-2.9000000000000004,11.7,0.4375
252,1981-09-10,7.8,-3.8999999999999995,7.8,0.3928571428571429
253,1981-09-11,12.3,4.500000000000001,12.3,0.7678571428571428
254,1981-09-12,10.1,-2.200000000000001,10.1,0.46874999999999994
255,1981-09-13,11.5,1.4000000000000004,11.5,0.6294642857142857
256,1981-09-14,7.3,-4.2,7.3,0.3794642857142857
257,1981-09-15,10.9,3.6000000000000005,10.9,0.7276785714285714
258,1981-09-16,14.1,3.1999999999999993,14.1,0.7098214285714285
259,1981-09-17,10.7,-3.4000000000000004,10.7,0.4151785714285714
260,1981-09-18,16.9,6.199999999999999,16.9,0.8437499999999999
261,1981-09-19,10.5,-6.399999999999999,10.5,0.2812500000000001
262,1981-09-20,6.5,-4.0,6.5,0.38839285714285715
263,1981-09-21,11.0,4.5,11.0,0.7678571428571428
264,1981-09-22,6.3,-4.7,6.3,0.35714285714285715
265,1981-09-23,10.5,4.2,10.5,0.7544642857142857
266,1981-09-24,7.2,-3.3,7.2,0.41964285714285715
267,1981-09-25,7.6,0.39999999999999947,7.6,0.5848214285714285
268,1981-09-26,10.7,3.0999999999999996,10.7,0.7053571428571428
269,1981-09-27,7.8,-2.8999999999999995,7.8,0.4375
270,1981-09-28,9.6,1.7999999999999998,9.6,0.6473214285714285
271,1981-09-29,11.4,1.8000000000000007,11.4,0.6473214285714286
272,1981-09-30,12.4,1.0,12.4,0.6116071428571428
273,1981-10-01,8.9,-3.5,8.9,0.4107142857142857
274,1981-10-02,13.2,4.299999999999999,13.2,0.7589285714285714
275,1981-10-03,8.6,-4.6,8.6,0.3616071428571429
276,1981-10-04,6.2,-2.3999999999999995,6.2,0.4598214285714286
277,1981-10-05,11.4,5.2,11.4,0.7991071428571428
278,1981-10-06,13.2,1.799999999999999,13.2,0.6473214285714285
279,1981-10-07,14.3,1.1000000000000014,14.3,0.6160714285714286
280,1981-10-08,7.3,-7.000000000000001,7.3,0.2544642857142857
281,1981-10-09,12.9,5.6000000000000005,12.9,0.8169642857142857
282,1981-10-10,7.8,-5.1000000000000005,7.8,0.3392857142857143
283,1981-10-11,6.2,-1.5999999999999996,6.2,0.4955357142857143
284,1981-10-12,5.6,-0.6000000000000005,5.6,0.5401785714285714
285,1981-10-13,10.0,4.4,10.0,0.7633928571428571
286,1981-10-14,13.3,3.3000000000000007,13.3,0.7142857142857143
287,1981-10-15,8.3,-5.0,8.3,0.34375
288,1981-10-16,10.2,1.8999999999999986,10.2,0.6517857142857142
289,1981-10-17,8.6,-1.5999999999999996,8.6,0.4955357142857143
290,1981-10-18,7.3,-1.2999999999999998,7.3,0.5089285714285714
291,1981-10-19,10.4,3.1000000000000005,10.4,0.7053571428571428
292,1981-10-20,11.2,0.7999999999999989,11.2,0.6026785714285714
293,1981-10-21,13.2,2.0,13.2,0.65625
294,1981-10-22,11.4,-1.799999999999999,11.4,0.4866071428571429
295,1981-10-23,9.1,-2.3000000000000007,9.1,0.46428571428571425
296,1981-10-24,6.6,-2.5,6.6,0.45535714285714285
297,1981-10-25,8.4,1.8000000000000007,8.4,0.6473214285714286
298,1981-10-26,9.7,1.299999999999999,9.7,0.6249999999999999
299,1981-10-27,13.2,3.5,13.2,0.7232142857142857
300,1981-10-28,12.5,-0.6999999999999993,12.5,0.5357142857142857
301,1981-10-29,11.0,-1.5,11.0,0.5
302,1981-10-30,11.0,0.0,11.0,0.5669642857142857
303,1981-10-31,11.7,0.6999999999999993,11.7,0.5982142857142857
304,1981-11-01,9.2,-2.5,9.2,0.45535714285714285
305,1981-11-02,11.5,2.3000000000000007,11.5,0.6696428571428572
306,1981-11-03,13.6,2.0999999999999996,13.6,0.6607142857142857
307,1981-11-04,13.7,0.09999999999999964,13.7,0.5714285714285714
308,1981-11-05,10.4,-3.299999999999999,10.4,0.4196428571428572
309,1981-11-06,11.5,1.0999999999999996,11.5,0.6160714285714285
310,1981-11-07,7.6,-3.9000000000000004,7.6,0.39285714285714285
311,1981-11-08,9.6,2.0,9.6,0.65625
312,1981-11-09,14.2,4.6,14.2,0.7723214285714285
313,1981-11-10,15.7,1.5,15.7,0.6339285714285714
314,1981-11-11,10.5,-5.199999999999999,10.5,0.3348214285714286
315,1981-11-12,10.5,0.0,10.5,0.5669642857142857
316,1981-11-13,9.7,-0.8000000000000007,9.7,0.53125
317,1981-11-14,9.5,-0.1999999999999993,9.5,0.5580357142857143
318,1981-11-15,11.3,1.8000000000000007,11.3,0.6473214285714286
319,1981-11-16,8.9,-2.4000000000000004,8.9,0.45982142857142855
320,1981-11-17,9.4,0.5,9.4,0.5892857142857143
321,1981-11-18,11.9,2.5,11.9,0.6785714285714286
322,1981-11-19,11.7,-0.20000000000000107,11.7,0.5580357142857142
323,1981-11-20,13.4,1.700000000000001,13.4,0.6428571428571429
324,1981-11-21,12.6,-0.8000000000000007,12.6,0.53125
325,1981-11-22,10.1,-2.5,10.1,0.45535714285714285
326,1981-11-23,15.8,5.700000000000001,15.8,0.8214285714285714
327,1981-11-24,13.6,-2.200000000000001,13.6,0.46874999999999994
328,1981-11-25,11.9,-1.6999999999999993,11.9,0.4910714285714286
329,1981-11-26,9.9,-2.0,9.9,0.4776785714285714
330,1981-11-27,12.6,2.6999999999999993,12.6,0.6874999999999999
331,1981-11-28,17.8,5.200000000000001,17.8,0.7991071428571428
332,1981-11-29,15.0,-2.8000000000000007,15.0,0.4419642857142857
333,1981-11-30,13.6,-1.4000000000000004,13.6,0.5044642857142857
334,1981-12-01,13.4,-0.1999999999999993,13.4,0.5580357142857143
335,1981-12-02,10.5,-2.9000000000000004,10.5,0.4375
336,1981-12-03,14.2,3.6999999999999993,14.2,0.7321428571428571
337,1981-12-04,11.5,-2.6999999999999993,11.5,0.44642857142857145
338,1981-12-05,13.0,1.5,13.0,0.6339285714285714
339,1981-12-06,15.0,2.0,15.0,0.65625
340,1981-12-07,14.7,-0.3000000000000007,14.7,0.5535714285714285
341,1981-12-08,12.6,-2.0999999999999996,12.6,0.4732142857142857
342,1981-12-09,12.5,-0.09999999999999964,12.5,0.5625
343,1981-12-10,13.5,1.0,13.5,0.6116071428571428
344,1981-12-11,14.8,1.3000000000000007,14.8,0.625
345,1981-12-12,17.2,2.3999999999999986,17.2,0.6741071428571428
346,1981-12-13,9.7,-7.5,9.7,0.23214285714285715
347,1981-12-14,12.1,2.4000000000000004,12.1,0.6741071428571428
348,1981-12-15,12.8,0.7000000000000011,12.8,0.5982142857142857
349,1981-12-16,11.2,-1.6000000000000014,11.2,0.4955357142857142
350,1981-12-17,16.4,5.199999999999999,16.4,0.7991071428571428
351,1981-12-18,15.6,-0.7999999999999989,15.6,0.53125
352,1981-12-19,13.3,-2.299999999999999,13.3,0.4642857142857143
353,1981-12-20,11.0,-2.3000000000000007,11.0,0.46428571428571425
354,1981-12-21,11.1,0.09999999999999964,11.1,0.5714285714285714
355,1981-12-22,15.0,3.9000000000000004,15.0,0.7410714285714286
356,1981-12-23,12.8,-2.1999999999999993,12.8,0.46875
357,1981-12-24,15.0,2.1999999999999993,15.0,0.6651785714285714
358,1981-12-25,14.2,-0.8000000000000007,14.2,0.53125
359,1981-12-26,14.0,-0.1999999999999993,14.0,0.5580357142857143
360,1981-12-27,15.5,1.5,15.5,0.6339285714285714
361,1981-12-28,13.3,-2.1999999999999993,13.3,0.46875
362,1981-12-29,15.6,2.299999999999999,15.6,0.6696428571428571
363,1981-12-30,15.2,-0.40000000000000036,15.2,0.5491071428571428
364,1981-12-31,17.4,2.1999999999999993,17.4,0.6651785714285714
365,1982-01-01,17.0,-0.3999999999999986,17.0,0.5491071428571429
366,1982-01-02,15.0,-2.0,15.0,0.4776785714285714
367,1982-01-03,13.5,-1.5,13.5,0.5
368,1982-01-04,15.2,1.6999999999999993,15.2,0.6428571428571428
369,1982-01-05,13.0,-2.1999999999999993,13.0,0.46875
370,1982-01-06,12.5,-0.5,12.5,0.5446428571428571
371,1982-01-07,14.1,1.5999999999999996,14.1,0.6383928571428571
372,1982-01-08,14.8,0.7000000000000011,14.8,0.5982142857142857
373,1982-01-09,16.2,1.3999999999999986,16.2,0.6294642857142856
374,1982-01-10,15.8,-0.3999999999999986,15.8,0.5491071428571429
375,1982-01-11,19.1,3.3000000000000007,19.1,0.7142857142857143
376,1982-01-12,22.2,3.099999999999998,22.2,0.7053571428571428
377,1982-01-13,15.9,-6.299999999999999,15.9,0.2857142857142858
378,1982-01-14,13.0,-2.9000000000000004,13.0,0.4375
379,1982-01-15,14.1,1.0999999999999996,14.1,0.6160714285714285
380,1982-01-16,15.8,1.700000000000001,15.8,0.6428571428571429
381,1982-01-17,24.0,8.2,24.0,0.9330357142857142
382,1982-01-18,18.0,-6.0,18.0,0.2991071428571429
383,1982-01-19,19.7,1.6999999999999993,19.7,0.6428571428571428
384,1982-01-20,25.2,5.5,25.2,0.8125
385,1982-01-21,20.5,-4.699999999999999,20.5,0.3571428571428572
386,1982-01-22,19.3,-1.1999999999999993,19.3,0.5133928571428572
387,1982-01-23,15.8,-3.5,15.8,0.4107142857142857
388,1982-01-24,17.0,1.1999999999999993,17.0,0.6205357142857142
389,1982-01-25,18.4,1.3999999999999986,18.4,0.6294642857142856
390,1982-01-26,13.3,-5.099999999999998,13.3,0.3392857142857144
391,1982-01-27,14.6,1.299999999999999,14.6,0.6249999999999999
392,1982-01-28,12.5,-2.0999999999999996,12.5,0.4732142857142857
393,1982-01-29,17.0,4.5,17.0,0.7678571428571428
394,1982-01-30,17.1,0.10000000000000142,17.1,0.5714285714285715
395,1982-01-31,14.0,-3.1000000000000014,14.0,0.4285714285714285
396,1982-02-01,14.6,0.5999999999999996,14.6,0.59375
397,1982-02-02,13.3,-1.299999999999999,13.3,0.5089285714285715
398,1982-02-03,14.8,1.5,14.8,0.6339285714285714
399,1982-02-04,15.1,0.29999999999999893,15.1,0.5803571428571428
400,1982-02-05,13.1,-2.0,13.1,0.4776785714285714
401,1982-02-06,13.6,0.5,13.6,0.5892857142857143
402,1982-02-07,19.5,5.9,19.5,0.8303571428571428
403,1982-02-08,22.7,3.1999999999999993,22.7,0.7098214285714285
404,1982-02-09,17.2,-5.5,17.2,0.32142857142857145
405,1982-02-10,13.5,-3.6999999999999993,13.5,0.4017857142857143
406,1982-02-11,15.4,1.9000000000000004,15.4,0.6517857142857143
407,1982-02-12,17.0,1.5999999999999996,17.0,0.6383928571428571
408,1982-02-13,19.2,2.1999999999999993,19.2,0.6651785714285714
409,1982-02-14,22.8,3.6000000000000014,22.8,0.7276785714285714
410,1982-02-15,26.3,3.5,26.3,0.7232142857142857
411,1982-02-16,18.2,-8.100000000000001,18.2,0.20535714285714285
412,1982-02-17,17.0,-1.1999999999999993,17.0,0.5133928571428572
413,1982-02-18,14.8,-2.1999999999999993,14.8,0.46875
414,1982-02-19,12.8,-2.0,12.8,0.4776785714285714
415,1982-02-20,15.5,2.6999999999999993,15.5,0.6874999999999999
416,1982-02-21,15.6,0.09999999999999964,15.6,0.5714285714285714
417,1982-02-22,13.1,-2.5,13.1,0.45535714285714285
418,1982-02-23,15.2,2.0999999999999996,15.2,0.6607142857142857
419,1982-02-24,14.1,-1.0999999999999996,14.1,0.5178571428571429
